Date,MSM availability,PPP availability,Mean Nsat tracked,Mean Nsat used in PPP,PPP H95,P2P PPP H95,P2P Struna H95,PVT
22.02.2024,91.4397096650889,63.579181170042,33.8823665228177,16.9970808204323,0.0204261104434608,0.152638810728173,0.284318422326301,1
23.02.2024,92.7453110269707,61.4933224923389,33.3428064361408,18.953092181247,0.0916462277160245,0.104993669242786,0.287566833181927,1
24.02.2024,99.9514478223489,68.1055541438927,34.1117495007668,17.2006098159787,0.0396043405454643,0.169161380494796,0.202134273878974,1
25.02.2024,99.5537257897642,65.0293329792883,30.2732846032101,19.229126219401,0.0843872193203652,0.151472854028312,0.248647911205237,1
26.02.2024,92.8344970722816,61.3427719455055,32.6510517239079,17.6566627114749,0.0850835446653866,0.179419822827571,0.242099894798801,1
27.02.2024,92.1119680289151,62.482026812486,32.277336623453,17.151797933357,0.0948182798477536,0.131259342683771,0.263741239994668,1
28.02.2024,97.0039133913276,67.400010087763,30.6662661048562,17.149421716537,0.0421832173283382,0.168968679552697,0.2396143413592,1
29.02.2024,95.7697925550255,65.5576575370904,30.6321462837703,17.9601540663701,0.00708387815684985,0.109468039775161,0.284187710967958,1
01.03.2024,95.2525129172387,64.4968548551893,34.6303575462262,15.1733061763676,0.0477056528883868,0.16018741234836,0.230413414764438,1
02.03.2024,99.26991132003,63.9486970674027,33.6416181276007,16.8167534230351,0.024616457839063,0.141970448821429,0.262734537501377,1
03.03.2024,95.8411852096772,66.273685823453,30.1256642345545,18.5317205188349,0.0900910918517502,0.158957882204484,0.216685249021833,1
04.03.2024,98.6305423878745,66.8292682009793,30.5846905258833,15.2617634909288,0.0668009063281411,0.114947877889709,0.221429211398042,1
05.03.2024,97.3751756040842,67.6835661184654,31.1463734804086,17.3239109390992,0.0868740808877974,0.1121540445245,0.238299129894133,1
06.03.2024,90.3959620183618,66.1236829914664,31.2887737731276,17.305788815098,0.068875346166207,0.159067784439263,0.260646427511934,1
07.03.2024,99.3227764432964,61.6704978278864,32.0465311137607,17.6740134616248,0.0959644199491165,0.173004245351855,0.227158168205674,1
08.03.2024,92.4620426476818,62.9414847808506,34.4086257169596,16.5795479709194,0.0576599554698079,0.156337275055928,0.208488380562333,1
09.03.2024,93.6784468237206,63.4381618689149,31.985891597927,15.0236502873668,0.0505410883822828,0.139972381543656,0.290987176763514,1
10.03.2024,93.3860586673674,66.2065366281505,33.5054716028287,16.0615837750574,0.0000517519134781965,0.125770660679013,0.281171238032055,1
11.03.2024,92.8094862091979,64.9359961351986,32.2277551732923,17.7439400887225,0.000604888828832843,0.152819141833046,0.250225843974494,1
12.03.2024,94.6850410859106,60.9794269216954,32.756537550979,15.0863566430665,0.0348557601186398,0.121613873264877,0.282858473764087,1
13.03.2024,93.3253509054316,62.014676626055,33.3384176281434,19.6955656877642,0.0629496640255992,0.127890149260549,0.295812932815331,1
14.03.2024,97.5583498536335,64.0042595383512,33.0570245078914,18.5226634680231,0.0613913454705004,0.18468510645846,0.273422288491553,1
15.03.2024,95.0977375540309,68.3183619288058,33.4847844732725,17.4643259676715,0.0112243935517129,0.155895908966712,0.258235293272019,1
16.03.2024,95.8248132040061,65.0257172623468,30.2832586659309,19.3442374438537,0.0761501224462959,0.113682708558825,0.26965228131183,1
17.03.2024,96.7688332328751,60.0235799474467,32.7569870071972,17.1670034117799,0.0275674065092706,0.160590764570253,0.212665753285677,1
18.03.2024,97.1691314491323,65.0845357229398,30.766605783782,15.2500595539956,0.0947347952808113,0.130265258736171,0.264940691230642,1
19.03.2024,94.8662718916867,66.6609878859647,31.3167664954735,16.1081009199013,0.00392328312566728,0.190342982493433,0.285886768664328,1
20.03.2024,94.0407235932151,60.8077942989998,32.3376434333938,18.5691994630879,0.0583954314532973,0.185304073239803,0.210066777456553,1
21.03.2024,91.8401764368708,62.5469246463697,32.6903376218056,17.3603466329337,0.0830839926082094,0.151424277676052,0.277580000590696,1
22.03.2024,90.6825104822442,69.6040774661994,31.1309849069424,18.2525566690163,0.0721798853844036,0.197206469483026,0.231749897246591,1
23.03.2024,96.6308792769403,69.1785100047479,33.7034940586831,17.3878401230655,0.0639545537822078,0.151274411043103,0.26631382406058,1
24.03.2024,99.2867496994374,68.2878263498913,30.4026823202872,16.9323952262076,0.0420028352079931,0.145954095423682,0.258697052682014,1
25.03.2024,91.7011511306859,64.9726482313561,31.288280288437,16.4466726090876,0.0370273775799346,0.177160425619086,0.272459225511895,1
26.03.2024,97.0301523004626,61.3474408146766,31.2427442264783,17.1213987231715,0.0148047818530785,0.190051121270784,0.277768447004204,1
27.03.2024,92.1187278223072,68.2793861811436,30.3635291593843,19.0033756228037,0.042859438720779,0.105473178603488,0.254528491027823,1
28.03.2024,97.0049376058602,61.4406255634451,32.3258716314923,16.8041258119436,0.0204675180921609,0.101092083175592,0.249871439729749,1
29.03.2024,94.6928539797997,69.9876251523187,31.9598423094343,19.3883330684351,0.00164762889159558,0.123513368643582,0.246054981827248,1
30.03.2024,95.5590225422744,61.4174732277525,30.3183075363407,18.6324322437206,0.0842225859130236,0.126058164860583,0.243325504715068,1
31.03.2024,96.7538089964331,63.0048383209597,30.951679641655,18.8951344480192,0.00324927503759039,0.168179400737461,0.236578620651382,1
01.04.2024,91.726115199217,67.5017937987066,30.6630784222054,19.1331724166412,0.0130943598279237,0.156678156951693,0.279613979107889,1
02.04.2024,92.4447966583253,68.3979271220197,32.3965441018098,16.5296998872686,0.07973532522391,0.104604732846793,0.228370286867642,1
03.04.2024,93.3658643872147,60.6161013073035,33.3981175157996,18.2189153905076,0.0509091258303293,0.186351150883056,0.23634603777378,1
04.04.2024,93.3658643872147,60.6161013073035,33.3981175157996,18.2189153905076,0.0509091258303293,0.186351150883056,0.23634603777378,1
05.04.2024,93.3658643872147,60.6161013073035,33.3981175157996,18.2189153905076,0.0509091258303293,0.186351150883056,0.23634603777378,1
06.04.2024,93.3658643872147,60.6161013073035,33.3981175157996,18.2189153905076,0.0509091258303293,0.186351150883056,0.23634603777378,1
07.04.2024,93.3658643872147,60.6161013073035,33.3981175157996,18.2189153905076,0.0509091258303293,0.186351150883056,0.23634603777378,1
